,Column_1,Column_2,Column_3,Column_4,Column_5
97558,15,7,31,5,2
97559,8,18,8,11,15
97560,1,7,24,18,10
97561,10,29,7,7,7
97562,8,17,21,5,9
97563,25,2,5,9,19
97564,8,19,4,7,22
97565,10,9,16,4,21
97566,26,6,15,1,12
97567,18,22,6,13,1
97568,17,9,9,21,4
97569,8,3,30,11,8
97570,6,17,14,8,15
97571,10,14,20,9,7
97572,6,3,22,6,23
97573,31,6,5,11,7
97574,18,7,9,14,12
97575,7,8,16,26,3
97576,20,10,25,1,4
97577,2,8,10,13,27
97578,9,9,3,17,22
97579,7,10,30,11,2
97580,13,2,26,16,3
97581,5,31,3,10,11
97582,1,10,19,19,11
97583,16,31,1,5,7
97584,23,6,11,11,9
97585,16,4,8,27,5
97586,2,15,31,2,10
97587,7,1,13,23,16
97588,1,8,17,20,14
97589,3,39,3,2,13
97590,14,10,1,17,18
97591,3,29,1,23,4
97592,1,14,2,5,38
97593,36,9,2,10,3
97594,5,2,20,21,12
97595,22,16,13,7,2
97596,15,23,11,10,1
97597,16,13,3,12,16
97598,1,14,8,21,16
97599,13,11,11,23,2
97600,20,3,19,2,16
97601,19,10,16,11,4
97602,8,10,10,14,18
97603,23,6,1,17,13
97604,33,14,1,10,2
97605,16,15,1,4,24
97606,2,15,12,8,23
97607,9,12,31,6,2
97608,19,5,2,17,17
97609,12,16,12,10,10
97610,25,12,4,7,12
97611,17,7,5,5,26
97612,3,5,5,12,35
97613,8,13,4,30,5
97614,11,1,16,29,3
97615,11,15,3,14,17
97616,2,6,12,31,9
97617,2,13,2,32,11
97618,51,1,3,3,2
97619,10,20,6,18,6
97620,8,7,16,26,3
97621,4,4,13,32,7
97622,4,3,11,26,16
97623,10,6,15,9,20
97624,30,5,21,3,1
97625,5,28,15,11,1
97626,1,26,10,5,18
97627,10,19,18,10,3
97628,43,3,6,4,4
97629,34,7,3,11,5
97630,46,1,5,2,6
97631,26,25,1,7,1
97632,4,3,16,32,5
97633,5,26,3,3,23
97634,18,3,2,34,3
97635,6,4,23,9,18
97636,43,2,4,2,9
97637,18,12,3,19,8
97638,7,3,14,11,25
97639,4,9,1,40,6
97640,19,17,2,21,1
97641,15,7,3,33,2
97642,7,15,11,1,26
97643,1,2,34,1,22
97644,28,5,16,8,3
97645,18,14,6,21,1
97646,13,28,5,9,5
97647,9,4,34,3,10
97648,17,2,26,2,13
97649,9,8,6,8,29
97650,3,27,11,12,7
97651,2,1,8,31,18
97652,1,2,12,18,27
97653,20,2,14,6,18
97654,15,12,6,15,12
97655,27,5,7,5,16
97656,38,13,6,1,2
97657,6,8,18,23,5
97658,3,11,10,23,13
97659,17,4,3,2,34
97660,1,32,1,15,11
97661,6,9,24,20,1
97662,12,26,8,6,8
97663,2,29,11,14,4
97664,12,34,10,2,2
97665,6,17,23,1,13
97666,17,2,11,12,18
97667,5,10,27,6,12
97668,33,20,3,2,2
97669,11,14,27,1,7
97670,9,3,4,14,30
97671,8,3,2,14,33
97672,15,4,1,15,25
97673,9,10,1,38,2
97674,13,1,32,10,4
97675,11,5,17,22,5
97676,9,17,11,10,13
97677,1,19,19,1,20
97678,15,12,7,16,10
97679,5,7,5,9,34
97680,8,13,4,24,11
97681,2,1,43,1,13
97682,3,4,12,18,23
97683,2,26,9,16,7
97684,17,1,2,1,39
97685,5,8,36,2,9
97686,30,1,4,13,12
97687,1,15,25,16,3
97688,16,1,8,15,20
97689,11,29,6,1,13
97690,2,12,25,13,8
97691,5,9,31,4,11
97692,14,18,16,8,4
97693,8,18,18,12,4
97694,7,13,7,3,30
97695,9,17,5,23,6
97696,16,24,3,9,8
97697,4,5,12,17,22
97698,10,37,1,2,10
97699,8,8,36,6,2
97700,14,13,11,18,4
97701,16,1,33,7,3
97702,9,22,11,16,2
97703,4,7,28,9,12
97704,11,20,4,16,9
97705,14,7,13,2,24
97706,4,4,9,41,2
97707,20,17,5,10,8
97708,2,33,3,1,21
97709,5,24,18,11,2
97710,7,5,30,17,1
97711,10,18,12,13,7
97712,29,9,9,2,11
97713,20,7,5,10,18
97714,5,24,24,3,4
97715,1,38,3,4,14
97716,15,3,20,19,3
97717,10,2,19,28,1
97718,15,16,16,8,5
97719,15,15,3,18,9
97720,13,7,5,14,21
97721,16,7,9,16,12
97722,20,8,5,9,18
97723,12,16,19,10,3
97724,3,8,32,12,5
97725,22,6,25,6,1
97726,36,7,2,10,5
97727,5,9,12,28,6
97728,28,5,16,8,3
97729,21,13,1,18,7
97730,22,14,17,2,5
97731,10,18,12,18,2
97732,7,12,18,22,1
97733,28,3,9,18,2
97734,25,11,7,1,16
97735,24,7,8,16,5
97736,24,11,4,13,8
97737,2,13,31,4,10
97738,11,16,2,23,8
97739,16,26,7,9,2
97740,8,11,17,9,15
97741,23,4,5,12,16
97742,17,1,17,17,8
97743,7,22,2,1,28
97744,19,9,6,12,14
97745,15,24,2,8,11
97746,27,21,6,1,5
97747,6,6,24,8,16
97748,11,35,6,4,4
97749,12,14,10,7,17
97750,7,1,3,11,38
97751,9,11,17,20,3
97752,5,16,4,16,19
97753,2,24,11,15,8
97754,16,22,9,6,7
97755,7,3,30,9,11
97756,10,10,28,10,2
97757,14,6,4,21,15
97758,14,16,7,4,19
97759,5,24,11,17,3
97760,5,10,14,7,24
97761,11,12,33,2,2
97762,24,12,2,16,6
97763,18,21,13,3,5
97764,12,2,14,8,24
97765,22,15,1,7,15
97766,3,13,10,24,10
97767,18,12,11,9,10
97768,3,7,17,13,20
97769,8,8,22,2,20
97770,18,28,6,3,5
97771,21,6,2,21,10
97772,12,31,11,2,4
97773,10,24,5,1,20
97774,1,23,13,12,11
97775,21,3,1,30,5
97776,1,17,21,1,20
97777,19,19,17,4,1
97778,2,25,11,2,20
97779,32,6,5,1,16
97780,1,13,25,7,14
97781,22,9,5,9,15
97782,3,7,9,36,5
97783,2,28,1,5,24
97784,24,10,22,1,3
97785,5,26,5,13,11
97786,7,3,36,11,3
97787,4,15,12,21,8
97788,2,12,3,6,37
97789,10,5,38,4,3
97790,28,16,6,4,6
97791,13,8,26,10,3
97792,10,17,8,4,21
97793,5,24,8,19,4
97794,12,29,4,14,1
97795,7,3,30,2,18
97796,5,25,11,16,3
97797,27,2,11,1,19
97798,40,3,10,2,5
97799,11,11,8,12,18
97800,4,17,8,3,28
97801,5,6,40,7,2
97802,15,4,4,23,14
97803,6,11,8,2,33
97804,8,8,16,6,22
97805,11,3,9,21,16
97806,13,5,13,12,17
97807,18,5,8,19,10
97808,13,10,3,15,19
97809,29,17,2,4,8
97810,1,7,18,6,28
97811,17,7,3,4,29
97812,15,8,6,20,11
97813,8,2,1,35,14
97814,7,25,21,1,6
97815,15,5,5,12,23
97816,7,2,6,24,21
97817,7,11,2,2,38
97818,11,12,24,9,4
97819,3,41,3,3,10
97820,45,5,5,4,1
97821,15,1,20,4,20
97822,12,13,15,7,13
97823,5,4,15,23,13
97824,15,18,1,14,12
97825,18,4,6,22,10
97826,16,3,14,4,23
97827,13,33,10,1,3
97828,1,25,3,9,22
97829,20,18,5,12,5
97830,7,17,3,2,31
97831,5,15,4,3,33
97832,4,12,18,2,24
97833,25,5,11,3,16
97834,6,2,4,45,3
97835,21,12,12,10,5
97836,5,20,16,15,4
97837,13,6,13,2,26
97838,24,22,8,2,4
97839,8,32,3,7,10
97840,5,16,1,2,36
97841,1,17,22,1,19
97842,4,18,5,28,5
97843,2,10,7,30,11
97844,11,25,15,2,7
97845,23,21,6,5,5
97846,3,7,1,43,6
97847,16,15,16,12,1
97848,29,8,9,10,4
97849,22,4,11,3,20
97850,7,5,14,33,1
97851,5,7,16,23,9
97852,14,9,12,20,5
97853,46,1,3,6,4
97854,11,3,3,14,29
97855,48,7,1,2,2
97856,1,27,21,9,2
97857,3,19,13,4,21
97858,14,7,3,21,15
97859,31,2,19,1,7
97860,2,1,17,23,17
97861,10,11,8,6,25
97862,10,4,5,8,33
97863,2,21,35,1,1
97864,13,5,1,2,39
97865,3,5,29,18,5
97866,1,2,35,9,13
97867,3,36,15,1,5
97868,15,19,1,23,2
97869,1,1,32,7,19
97870,6,3,16,32,3
97871,3,31,12,8,6
97872,10,29,6,13,2
97873,1,36,7,12,4
97874,6,20,29,1,4
97875,20,4,21,1,14
97876,6,23,1,29,1
97877,25,2,9,7,17
97878,7,3,22,25,3
97879,3,6,9,11,31
97880,4,25,28,2,1
97881,7,17,3,18,15
97882,27,6,23,1,3
97883,34,6,1,8,11
97884,2,6,27,23,2
97885,4,5,10,22,19
97886,12,1,4,14,29
97887,5,22,5,27,1
97888,5,4,11,21,19
97889,20,14,1,24,1
97890,11,11,24,4,10
97891,1,11,1,6,41
97892,9,10,3,15,23
97893,10,7,1,9,33
97894,17,5,20,3,15
97895,19,23,2,8,8
97896,5,8,20,24,3
97897,10,23,15,1,11
97898,7,2,18,18,15
97899,12,9,31,5,3
97900,31,5,2,19,3
97901,5,23,12,7,13
97902,25,1,6,1,27
97903,6,25,13,10,6
97904,16,14,4,15,11
97905,24,4,12,19,1
97906,18,8,24,7,3
97907,2,11,6,25,16
97908,1,1,8,6,44
97909,22,4,16,15,3
97910,3,9,22,4,22
97911,1,9,12,26,12
97912,3,2,5,44,6
97913,4,18,17,5,16
97914,25,4,16,4,11
97915,7,22,5,1,25
97916,4,15,4,17,20
97917,21,4,5,15,15
97918,12,25,2,7,14
97919,12,2,7,37,2
97920,4,16,34,2,4
97921,10,24,4,20,2
97922,9,7,1,15,28
97923,38,6,3,4,9
97924,11,9,1,17,22
97925,12,5,20,1,22
97926,28,9,12,7,4
97927,12,23,6,2,17
97928,30,11,10,7,2
97929,7,5,14,22,12
97930,2,19,29,8,2
97931,9,5,37,2,7
97932,12,22,1,2,23
97933,5,12,10,12,21
97934,20,5,1,6,28
97935,12,13,2,8,25
97936,12,3,7,22,16
97937,4,17,29,1,9
97938,7,7,41,1,4
97939,17,23,13,1,6
97940,24,13,11,6,6
97941,8,30,5,5,12
97942,12,8,4,16,20
97943,17,1,27,9,6
97944,29,6,2,8,15
97945,2,46,7,1,4
97946,8,5,7,3,37
97947,2,19,23,8,8
97948,21,18,7,13,1
97949,4,23,8,17,8
97950,3,18,10,19,10
97951,17,21,7,9,6
97952,7,2,1,24,26
97953,6,15,24,1,14
97954,10,14,1,28,7
97955,18,26,2,6,8
97956,8,5,9,1,37
97957,2,10,17,30,1
97958,10,1,6,42,1
97959,2,17,28,2,11
97960,10,11,15,12,12
97961,5,26,9,18,2
97962,5,17,15,11,12
97963,1,23,11,4,21
97964,7,4,18,19,12
97965,6,14,15,7,18
97966,24,11,15,1,9
97967,24,4,3,26,3
97968,17,7,1,5,30
97969,7,37,4,6,6
97970,26,19,7,4,4
97971,23,12,4,6,15
97972,7,21,4,8,20
97973,5,12,2,4,37
97974,34,3,16,3,4
97975,3,11,36,2,8
97976,20,1,21,17,1
97977,13,13,2,11,21
97978,16,17,3,7,17
97979,3,2,39,4,12
97980,1,11,6,21,21
97981,22,8,13,13,4
97982,11,4,18,21,6
97983,19,4,3,22,12
97984,1,16,5,26,12
97985,29,12,4,1,14
97986,12,4,20,13,11
97987,12,18,9,1,20
97988,1,16,1,7,35
97989,6,2,13,31,8
97990,36,16,1,5,2
97991,24,16,2,16,2
97992,11,4,35,6,4
97993,1,5,25,24,5
97994,5,30,14,7,4
97995,4,2,19,31,4
97996,6,20,23,1,10
97997,9,36,2,8,5
97998,16,23,6,12,3
97999,12,7,22,3,16
98000,2,11,13,22,12
98001,7,18,17,16,2
98002,3,41,11,1,4
98003,15,15,21,5,4
98004,17,2,16,20,5
98005,9,7,13,6,25
98006,1,29,26,1,3
98007,16,5,10,3,26
98008,3,16,7,33,1
98009,21,24,3,3,9
98010,3,12,5,29,11
98011,11,17,9,15,8
98012,4,5,5,21,25
98013,1,3,52,3,1
98014,1,5,38,3,13
98015,18,4,3,12,23
98016,6,13,11,27,3
98017,3,5,32,4,16
98018,12,9,15,22,2
98019,1,1,9,48,1
98020,20,4,6,11,19
98021,6,1,3,9,41
98022,21,15,6,1,17
98023,14,5,13,18,10
98024,6,5,16,24,9
98025,5,29,7,10,9
98026,22,12,7,8,11
98027,19,17,5,10,9
98028,6,19,6,21,8
98029,11,14,16,6,13
98030,34,1,9,8,8
98031,3,4,6,35,12
98032,19,6,16,15,4
98033,12,1,17,14,16
98034,44,6,2,1,7
98035,32,11,2,1,14
98036,2,24,2,15,17
98037,10,16,27,4,3
98038,7,20,20,6,7
98039,8,16,2,2,32
98040,2,11,30,9,8
98041,15,3,10,1,31
98042,1,30,13,5,11
98043,7,14,35,1,3
98044,20,2,28,8,2
98045,3,5,44,5,3
98046,15,2,2,7,34
98047,12,7,19,4,18
98048,5,35,10,7,3
98049,6,31,2,15,6
98050,1,5,17,31,6
98051,17,1,13,12,17
98052,8,3,9,19,21
98053,25,9,2,20,4
98054,10,4,31,10,5
98055,3,9,5,22,21
98056,3,1,50,1,5
98057,9,16,6,2,27
98058,13,19,6,8,14
98059,3,10,12,20,15
98060,27,10,10,1,12
98061,10,14,3,3,30
98062,45,5,2,6,2
98063,9,19,9,17,6
98064,5,15,18,3,19
98065,7,36,2,13,2
98066,3,7,5,44,1
98067,14,4,9,24,9
98068,5,13,3,2,37
98069,13,21,3,17,6
98070,7,35,12,2,4
98071,34,11,5,9,1
98072,21,16,3,2,18
98073,5,21,4,21,9
98074,11,3,17,18,11
98075,18,8,14,12,8
98076,11,32,3,1,13
98077,12,8,31,1,8
98078,6,2,3,2,47
98079,3,22,11,23,1
98080,20,1,1,14,24
98081,16,4,23,1,16
98082,18,5,10,2,25
98083,14,4,17,21,4
98084,7,17,28,2,6
98085,23,23,5,3,6
98086,9,15,27,8,1
98087,22,14,12,6,6
98088,3,1,2,47,7
98089,21,24,6,5,4
98090,21,10,1,7,21
98091,27,8,1,22,2
98092,9,8,26,15,2
98093,12,5,38,1,4
98094,16,6,1,33,4
98095,7,5,2,8,38
98096,4,9,8,3,36
98097,15,13,11,9,12
98098,6,43,3,6,2
98099,17,23,1,11,8
98100,26,3,5,22,4
98101,1,14,19,5,21
98102,36,3,12,6,3
98103,25,6,7,2,20
98104,7,5,26,1,21
98105,2,4,46,4,4
98106,4,3,39,5,9
98107,1,50,1,2,6
98108,7,33,6,3,11
98109,7,9,11,4,29
98110,17,9,9,13,12
98111,16,22,4,6,12
98112,1,17,5,27,10
98113,24,6,14,6,10
98114,14,21,12,6,7
98115,7,10,22,19,2
98116,9,7,28,13,3
98117,2,5,23,5,25
98118,4,3,2,37,14
98119,9,39,7,4,1
98120,4,43,6,5,2
98121,9,22,8,13,8
98122,21,5,1,17,16
98123,5,18,8,20,9
98124,5,2,13,30,10
98125,7,20,4,27,2
98126,38,2,1,18,1
98127,10,10,18,14,8
98128,4,3,3,11,39
98129,8,1,13,33,5
98130,4,34,3,7,12
98131,6,29,18,1,6
98132,31,6,12,2,9
98133,6,8,30,7,9
98134,21,3,14,10,12
98135,3,21,23,7,6
98136,17,15,2,17,9
98137,16,5,8,20,11
98138,9,13,11,16,11
98139,15,10,20,2,13
98140,14,34,2,7,3
98141,4,8,14,4,30
98142,18,1,17,23,1
98143,16,12,26,3,3
98144,2,5,13,7,33
98145,22,5,8,15,10
98146,25,7,6,5,17
98147,47,1,7,4,1
98148,48,6,1,2,3
98149,9,1,13,17,20
98150,14,12,8,18,8
98151,14,7,31,7,1
98152,27,7,12,6,8
98153,8,8,30,12,2
98154,12,25,8,4,11
98155,12,18,18,5,7
98156,8,4,27,8,13
98157,13,8,18,3,18
98158,6,12,8,27,7
98159,7,21,28,2,2
98160,5,6,38,7,4
98161,10,6,7,23,14
98162,19,8,13,19,1
98163,2,2,13,25,18
98164,14,15,18,11,2
98165,10,23,5,10,12
98166,22,3,12,10,13
98167,15,10,11,18,6
98168,6,7,13,31,3
98169,6,8,26,2,18
98170,25,7,13,10,5
98171,20,16,8,3,13
98172,1,8,30,18,3
98173,14,8,1,10,27
98174,4,13,18,2,23
98175,14,5,1,12,28
98176,7,8,4,1,40
98177,9,10,16,14,11
98178,2,27,9,10,12
98179,4,8,21,4,23
98180,6,4,11,13,26
98181,4,5,6,22,23
98182,8,11,4,26,11
98183,12,13,22,2,11
98184,35,5,4,2,14
98185,10,23,20,3,4
98186,4,11,37,4,4
98187,10,20,4,20,6
98188,7,20,3,8,22
98189,8,1,15,22,14
98190,4,39,4,1,12
98191,14,2,21,14,9
98192,12,11,12,16,9
98193,17,4,12,7,20
98194,4,10,3,8,35
98195,3,46,4,2,5
98196,1,6,30,4,19
98197,12,4,29,7,8
98198,38,7,4,4,7
98199,2,17,18,2,21
98200,26,2,3,21,8
98201,27,12,1,7,13
98202,1,43,7,1,8
98203,10,14,3,17,16
98204,6,5,5,35,9
98205,18,16,3,8,15
98206,13,2,35,6,4
98207,14,5,8,12,21
98208,13,2,17,15,13
98209,6,14,6,26,8
98210,3,10,4,20,23
98211,21,5,18,14,2
98212,31,17,1,7,4
98213,24,15,5,4,12
98214,7,21,7,3,22
98215,15,6,17,1,21
98216,1,6,1,11,41
98217,31,1,15,3,10
98218,5,28,10,9,8
98219,14,7,10,13,16
98220,1,5,10,26,18
98221,7,21,10,12,10
98222,2,24,16,12,6
98223,11,5,5,10,29
98224,23,18,1,8,10
98225,7,1,22,25,5
98226,17,12,10,9,12
98227,17,25,3,6,9
98228,11,21,22,2,4
98229,11,2,11,26,10
98230,5,22,15,15,3
98231,21,14,8,4,13
98232,17,29,2,10,2
98233,13,1,1,44,1
98234,3,3,9,8,37
98235,12,30,12,4,2
98236,4,22,11,15,8
98237,3,25,10,14,8
98238,12,31,8,3,6
98239,30,3,5,5,17
98240,11,14,9,21,5
98241,8,23,10,9,10
98242,6,17,6,2,29
98243,2,3,3,4,48
98244,6,29,16,2,7
98245,11,5,31,4,9
98246,10,6,5,2,37
98247,19,21,3,1,16
98248,1,11,26,12,10
98249,27,1,16,6,10
98250,1,5,10,2,42
98251,18,16,11,12,3
98252,26,13,10,3,8
98253,8,5,27,16,4
98254,1,13,10,30,6
98255,7,3,24,20,6
98256,3,2,13,21,21
98257,2,24,14,17,3
98258,3,14,11,10,22
98259,2,13,9,17,19
98260,14,13,3,24,6
98261,18,10,5,17,10
98262,4,14,3,4,35
98263,13,20,8,7,12
98264,5,9,1,44,1
98265,11,9,14,10,16
98266,17,10,11,11,11
98267,21,23,10,3,3
98268,12,6,12,4,26
98269,6,10,17,24,3
98270,8,37,1,9,5
98271,8,32,4,2,14
98272,1,12,34,4,9
98273,13,12,4,20,11
98274,3,30,21,1,5
98275,7,16,2,24,11
98276,6,11,9,3,31
98277,15,5,5,30,5
98278,8,2,12,18,20
98279,9,31,4,1,15
98280,8,1,4,23,24
98281,5,7,28,3,17
98282,2,13,9,26,10
98283,11,6,5,1,37
98284,6,6,15,11,22
98285,25,6,3,19,7
98286,17,18,12,10,3
98287,12,6,11,12,19
98288,16,11,10,1,22
98289,21,4,6,22,7
98290,1,38,6,5,10
98291,2,33,8,4,13
98292,16,18,14,4,8
98293,30,2,6,7,15
98294,9,15,13,18,5
98295,36,11,1,8,4
98296,1,16,20,17,6
98297,9,8,34,3,6
98298,2,29,16,10,3
98299,8,12,3,27,10
98300,9,4,21,7,19
98301,34,15,4,5,2
98302,3,6,32,6,13
98303,2,10,1,25,22
98304,11,4,9,30,6
98305,18,8,6,8,20
98306,16,3,5,23,13
98307,22,16,2,3,17
98308,11,25,5,7,12
98309,17,17,12,13,1
98310,8,9,3,37,3
98311,5,8,19,25,3
98312,35,2,1,10,12
98313,9,12,13,25,1
98314,8,6,7,10,29
98315,4,9,10,9,28
98316,17,11,2,3,27
98317,31,6,7,7,9
98318,16,7,4,22,11
98319,24,3,13,8,12
98320,11,12,25,7,5
98321,14,16,2,15,13
98322,12,1,1,38,8
98323,33,1,7,10,9
98324,4,4,12,36,4
98325,15,13,3,28,1
98326,15,13,2,7,23
98327,6,6,5,38,5
98328,8,29,4,10,9
98329,33,1,1,9,16
98330,4,7,4,43,2
98331,15,7,1,14,23
98332,19,6,25,5,5
98333,14,17,10,17,2
98334,22,1,5,29,3
98335,11,2,18,9,20
98336,4,12,8,19,17
98337,10,8,8,29,5
98338,22,19,3,1,15
98339,24,5,5,17,9
98340,3,3,28,22,4
98341,8,2,8,6,36
98342,30,2,14,4,10
98343,11,6,19,12,12
98344,10,6,8,4,32
98345,5,6,38,7,4
98346,1,7,6,19,27
98347,26,2,5,4,23
98348,22,1,6,24,7
98349,3,38,5,4,10
98350,6,4,12,12,26
98351,1,34,11,11,3
98352,4,5,16,9,26
98353,13,2,18,4,23
98354,2,4,3,30,21
98355,4,11,31,12,2
98356,17,18,18,2,5
98357,20,2,23,1,14
98358,12,4,21,22,1
98359,1,4,9,7,39
98360,2,5,35,12,6
98361,17,14,22,3,4
98362,11,17,11,19,2
98363,9,14,4,14,19
98364,13,23,14,4,6
98365,18,17,3,4,18
98366,11,2,22,12,13
98367,11,3,18,23,5
98368,9,29,4,1,17
98369,13,13,19,9,6
98370,2,12,18,12,16
98371,8,17,7,7,21
98372,12,2,10,22,14
98373,3,9,21,19,8
98374,21,6,5,18,10
98375,28,9,9,3,11
98376,20,4,25,10,1
98377,13,22,8,7,10
98378,21,10,7,3,19
98379,29,13,5,11,2
98380,5,14,6,11,24
98381,9,10,18,1,22
98382,31,9,1,18,1
98383,2,5,1,15,37
98384,26,6,1,7,20
98385,5,8,3,11,33
98386,13,3,3,26,15
98387,22,8,6,3,21
98388,10,3,25,11,11
98389,15,1,23,1,20
98390,23,6,20,8,3
98391,5,2,10,26,17
98392,37,4,10,5,4
98393,5,27,1,1,26
98394,37,4,1,3,15
98395,8,8,13,9,22
98396,13,18,8,17,4
98397,18,6,28,2,6
98398,16,18,7,8,11
98399,23,7,15,6,9
98400,7,28,15,5,5
98401,7,23,3,14,13
98402,6,2,47,1,4
98403,6,7,34,10,3
98404,4,3,27,13,13
98405,32,8,10,5,5
98406,2,3,16,21,18
98407,19,1,22,8,10
98408,8,20,8,12,12
98409,15,15,1,6,23
98410,17,21,7,9,6
98411,10,18,4,21,7
98412,22,15,11,6,6
98413,11,11,6,22,10
98414,18,4,8,9,21
98415,3,27,2,13,15
98416,15,4,5,26,10
98417,10,14,16,17,3
98418,20,13,6,4,17
98419,3,8,8,14,27
98420,1,9,7,29,14
98421,8,27,10,8,7
98422,19,3,17,1,20
98423,13,8,6,21,12
98424,5,22,17,4,12
98425,16,9,6,19,10
98426,9,1,17,4,29
98427,7,8,10,3,32
98428,21,11,13,2,13
98429,28,10,6,13,3
98430,41,2,12,4,1
98431,37,5,4,7,7
98432,7,16,7,14,16
98433,21,30,5,2,2
98434,30,1,21,4,4
98435,16,7,14,10,13
98436,15,16,4,11,14
98437,5,10,8,15,22
98438,20,6,15,9,10
98439,3,4,27,3,23
98440,20,8,10,7,15
98441,2,22,13,4,19
98442,2,18,13,9,18
98443,1,19,19,6,15
98444,4,5,4,4,43
98445,3,11,17,7,22
98446,34,4,1,20,1
98447,9,16,6,15,14
98448,3,7,19,30,1
98449,21,9,12,14,4
98450,24,17,2,3,14
98451,6,8,24,2,20
98452,20,9,10,3,18
98453,15,15,12,17,1
98454,14,7,18,7,14
98455,30,13,2,7,8
98456,5,14,20,8,13
98457,18,2,3,11,26
98458,12,26,6,3,13
98459,8,14,7,17,14
98460,22,3,2,6,27
98461,17,9,12,12,10
98462,10,5,23,6,16
98463,9,32,5,7,7
98464,28,7,1,9,15
98465,14,5,13,9,19
98466,26,14,5,9,6
98467,11,7,25,8,9
98468,12,35,7,2,4
98469,22,18,9,5,6
98470,16,7,9,6,22
98471,7,20,18,9,6
98472,25,7,1,4,23
98473,38,4,7,5,6
98474,13,1,5,21,20
98475,26,3,2,17,12
98476,1,1,43,13,2
98477,3,26,1,10,20
98478,8,20,15,1,16
98479,8,6,19,21,6
98480,9,27,1,6,17
98481,8,16,2,31,3
98482,7,20,20,5,8
98483,13,12,23,11,1
98484,37,9,10,3,1
98485,2,23,11,15,9
98486,10,8,6,24,12
98487,4,13,16,4,23
98488,9,5,6,38,2
98489,2,1,22,14,21
98490,9,7,31,7,6
98491,23,11,15,6,5
98492,7,14,17,4,18
98493,8,11,17,3,21
98494,16,14,8,3,19
98495,2,10,33,1,14
98496,16,3,15,16,10
98497,32,2,8,1,17
98498,29,10,11,3,7
98499,2,5,10,9,34
98500,7,6,11,19,17
98501,8,23,10,1,18
98502,19,24,6,9,2
98503,11,28,1,15,5
98504,5,12,6,29,8
98505,16,24,2,4,14
98506,10,10,26,7,7
98507,11,13,2,20,14
98508,1,3,30,20,6
98509,20,9,1,27,3
98510,13,26,15,1,5
98511,17,4,2,25,12
98512,4,2,17,26,11
98513,20,5,3,2,30
98514,8,7,9,11,25
98515,5,12,8,26,9
98516,5,19,17,14,5
98517,7,1,47,1,4
98518,13,10,11,11,15
98519,5,30,5,13,7
98520,25,11,10,7,7
98521,4,34,1,10,11
98522,16,13,9,19,3
98523,26,14,10,8,2
98524,12,5,14,3,26
98525,7,5,32,9,7
98526,7,1,18,5,29
98527,25,11,13,6,5
98528,4,12,9,17,18
98529,3,21,4,29,3
98530,9,4,15,5,27
98531,2,28,13,2,15
98532,5,29,14,5,7
98533,37,14,2,4,3
98534,31,3,19,2,5
98535,5,43,4,7,1
98536,38,1,7,1,13
98537,7,1,13,35,4
98538,11,5,2,5,37
98539,10,10,5,23,12
98540,21,1,15,21,2
98541,4,2,14,12,28
98542,20,11,2,16,11
98543,3,30,16,4,7
98544,25,2,8,19,6
98545,5,12,13,27,3
98546,15,2,1,19,23
98547,15,20,1,2,22
98548,9,11,6,25,9
98549,4,3,16,21,16
98550,22,9,25,3,1
98551,10,16,2,23,9
98552,3,5,2,28,22
98553,15,19,3,13,10
98554,4,9,14,15,18
98555,12,10,30,5,3
98556,1,15,27,7,10
98557,10,14,6,22,8
98558,11,1,13,18,17
98559,1,6,7,43,3
98560,11,28,13,3,5
98561,7,5,12,7,29
98562,3,2,11,1,43
98563,5,25,10,16,4
98564,2,28,6,5,19
98565,4,5,23,15,13
98566,3,6,35,2,14
98567,31,9,8,7,5
98568,21,25,5,5,4
98569,14,14,5,18,9
98570,25,6,7,15,7
98571,4,30,6,13,7
98572,12,10,3,26,9
98573,18,13,4,18,7
98574,3,18,12,6,21
98575,21,7,4,27,1
98576,8,14,8,5,25
98577,2,7,44,1,6
98578,32,14,3,5,6
98579,1,6,11,28,14
98580,3,14,24,4,15
98581,15,1,9,16,19
98582,50,1,6,1,2
98583,5,9,42,3,1
98584,8,3,26,13,10
98585,27,8,5,12,8
98586,3,1,15,20,21
98587,7,5,9,3,36
98588,17,8,6,6,23
98589,20,14,11,7,8
98590,18,11,10,16,5
98591,12,9,5,3,31
98592,6,5,36,12,1
98593,2,10,15,7,26
98594,1,9,15,13,22
98595,9,16,4,27,4
98596,9,5,24,10,12
98597,19,14,21,3,3
98598,7,29,13,2,9
98599,16,10,8,22,4
98600,1,10,10,11,28
98601,1,4,33,4,18
98602,3,21,7,7,22
98603,4,24,10,12,10
98604,12,7,24,15,2
98605,4,2,51,1,2
98606,4,9,4,19,24
98607,29,11,8,10,2
98608,3,11,2,16,28
98609,22,16,5,16,1
98610,1,13,22,22,2
98611,2,32,14,10,2
98612,18,15,14,8,5
98613,3,31,17,8,1
98614,12,9,8,13,18
98615,23,4,8,5,20
98616,11,23,19,6,1
98617,3,4,17,34,2
98618,7,1,17,10,25
98619,19,2,16,6,17
98620,13,2,1,32,12
98621,18,15,20,5,2
98622,8,19,7,20,6
98623,6,4,10,27,13
98624,14,17,8,7,14
98625,21,12,6,10,11
98626,4,22,10,3,21
98627,14,2,26,14,4
98628,2,4,14,9,31
98629,1,37,4,16,2
98630,15,12,1,8,24
98631,18,1,13,9,19
